iter	Logloss
362	0.3561866739
363	0.3560366291
364	0.3559230576
365	0.3556881331
366	0.3555588247
367	0.3554623596
368	0.3553858265
369	0.3552741461
370	0.3551647697
371	0.355093149
372	0.355000553
373	0.3549396048
374	0.3548395967
375	0.3547597597
376	0.3546518179
377	0.3544842755
378	0.3542960621
379	0.3540295549
380	0.3538443193
381	0.3537548098
382	0.3536080254
383	0.3534417655
384	0.3533067839
385	0.3532528782
386	0.353059122
387	0.35297196
388	0.3528660179
389	0.3527239286
390	0.352613748
391	0.3524539219
392	0.3523487406
393	0.3522525363
394	0.3521726125
395	0.3520450429
396	0.3519262765
397	0.3518264423
398	0.3517017636
399	0.3514913141
400	0.3512724526
401	0.351091825
402	0.3509674072
403	0.3508324691
404	0.3507214408
405	0.3505967186
406	0.3505455517
407	0.3503301028
408	0.3501832967
409	0.3500542926
410	0.349943286
411	0.3498311274
412	0.3497372054
413	0.3496393492
414	0.3495533174
415	0.3493638867
416	0.3492655523
417	0.3491818681
418	0.3491098344
419	0.3489786784
420	0.3489172737
421	0.3488562603
422	0.348749427
423	0.3486124892
424	0.3485149807
425	0.3482904679
426	0.3481488785
427	0.3480438059
428	0.3479125629
429	0.3477696258
430	0.3476104302
431	0.3474350628
432	0.347285757
433	0.3471834449
434	0.3470398993
435	0.3469386957
436	0.3468462083
437	0.3467104224
438	0.3465903519
439	0.3465069937
440	0.346328931
441	0.3462083605
442	0.3461361094
443	0.3460434916
444	0.3459691539
445	0.3459079884
446	0.3457457496
447	0.3456310913
448	0.3455064127
449	0.3454195115
450	0.3452922028
451	0.3452323631
452	0.3450567783
453	0.344929687
454	0.3447948358
455	0.3446023838
456	0.344449296
457	0.3443302687
458	0.3442298041
459	0.3440695217
460	0.3439692745
461	0.3438195123
462	0.3436885301
463	0.3435527878
464	0.343463952
465	0.3433644439
466	0.3432196375
467	0.3430581161
468	0.3429453271
469	0.3428153448
470	0.3427223792
471	0.3426002437
472	0.3425068652
473	0.3423779479
474	0.3422783311
475	0.3421500877
476	0.3420228659
477	0.3419014694
478	0.3417690744
479	0.3416233552
480	0.3414184918
481	0.3413291127
482	0.341192653
483	0.3411453986
484	0.3410492813
485	0.3408553077
486	0.3407478224
487	0.3406106454
488	0.3404186933
489	0.3403097734
490	0.3402351749
491	0.3401659017
492	0.3399737323
493	0.3398213835
494	0.3397002478
495	0.3395717436
496	0.3394930587
497	0.3393897684
498	0.3392602861
499	0.3391457147
500	0.3389653263
501	0.3388790554
502	0.3387861333
503	0.3386651281
504	0.3385480571
505	0.338363604
506	0.3382927658
507	0.3382089729
508	0.3380863374
509	0.3379390967
510	0.3378658892
511	0.3377059111
512	0.3375715598
513	0.3374767249
514	0.3374158202
515	0.3373036181
516	0.3371803088
517	0.3370683241
518	0.3369502097
519	0.3368515928
520	0.3367654523
521	0.3365962797
522	0.3365273109
523	0.336415174
524	0.3363479658
525	0.336256826
526	0.3361595567
527	0.3360587878
528	0.3359981439
529	0.3359227846
530	0.3358198639
531	0.3357410051
532	0.3356655371
533	0.3355668549
534	0.3355099279
535	0.3354041379
536	0.3353465806
537	0.3352355088
538	0.3351110257
539	0.3349907595
540	0.3348754274
541	0.3348092843
542	0.3347261
543	0.3346567398
544	0.3345699908
545	0.3344515939
546	0.3343623017
547	0.3342201255
548	0.3341608509
549	0.3340721022
550	0.3338965826
551	0.3338053994
552	0.3337317138
553	0.3335433482
554	0.3334604464
555	0.3333908907
556	0.3332331731
557	0.3331297741
558	0.3330674348
559	0.3329625578
560	0.3328497036
561	0.3327644326
562	0.3326757056
563	0.3325464624
564	0.332379746
565	0.3322627184
566	0.3321841857
567	0.3320873945
568	0.3319919945
569	0.3318820312
570	0.3316876447
571	0.3316244359
572	0.3315444468
573	0.3313766436
574	0.3313470172
575	0.3312738315
576	0.3311751493
577	0.3310150842
578	0.3309123156
579	0.3307361874
580	0.3306102046
581	0.3304855912
582	0.3303785406
583	0.3303042246
584	0.330183415
585	0.3300643008
586	0.3299543158
587	0.3298899767
588	0.3298381142
589	0.3296898301
590	0.3296062111
591	0.3294963782
592	0.3294410814
593	0.3293681131
594	0.3292605408
595	0.3291519252
596	0.3289897517
597	0.3289291947
598	0.3288443802
599	0.3287019213
600	0.3286356043
601	0.3285267061
602	0.3283947676
603	0.3282096841
604	0.3280556616
605	0.3279555014
606	0.3278458859
607	0.3277888502
608	0.3277104478
609	0.3275953331
610	0.3275442096
611	0.3274965639
612	0.3274151403
613	0.3272684646
614	0.3271414385
615	0.3270488641
616	0.3269151432
617	0.3267712933
618	0.3266902608
619	0.3265846013
620	0.3264169068
621	0.3263636315
622	0.3262834033
623	0.3261867643
624	0.3260415449
625	0.3259227568
626	0.3258131413
627	0.3257296744
628	0.3256405561
629	0.3255329621
630	0.3254072619
631	0.3253257512
632	0.3252231348
633	0.3251115848
634	0.3250475718
635	0.3249435642
636	0.3248917887
637	0.32481506
638	0.3247016842
639	0.3246135657
640	0.3244569349
641	0.3244053115
642	0.3242748076
643	0.3241972095
644	0.3241274798
645	0.3240032576
646	0.3239393316
647	0.3238604293
648	0.3237338161
649	0.3236144411
650	0.3234795682
651	0.323385581
652	0.3232110613
653	0.3230502789
654	0.3229698116
655	0.3228763678
656	0.3228271137
657	0.3227542758
658	0.3226468339
659	0.3225616064
660	0.3224708144
661	0.3223464401
662	0.3222275867
663	0.3220990825
664	0.3219999221
665	0.3219288448
666	0.3218476602
667	0.3217425224
668	0.3216717929
669	0.321577784
670	0.321506685
671	0.3214580612
672	0.3213286223
673	0.3212515459
674	0.3211417348
675	0.3210689838
676	0.3209508695
677	0.3208506875
678	0.3207740892
679	0.3206567139
680	0.3205453813
681	0.3204854982
682	0.320315717
683	0.3202598767
684	0.3201598686
685	0.3200283866
686	0.3199025559
687	0.3197657702
688	0.3196770432
689	0.3195525819
690	0.3194646156
691	0.3193422193
692	0.3192469496
693	0.3191680908
694	0.31901772
695	0.3189568153
696	0.3188770435
697	0.318795359
698	0.318683809
699	0.3185654339
700	0.3184428419
701	0.3183149463
702	0.3181993751
703	0.3181470779
704	0.3180736096
705	0.3179405843
706	0.3178356203
707	0.3177516752
708	0.3176669042
709	0.317593762
710	0.3174357183
711	0.3173719444
712	0.3173283634
713	0.3172850867
714	0.3171571041
715	0.3170695509
716	0.3169815629
717	0.3169238316
718	0.316817107
719	0.3167223373
720	0.3166344363
721	0.3165895728
722	0.3164874998
723	0.3164378761
724	0.3163347163
725	0.3162117113
726	0.3161151158
727	0.3159924151
728	0.3158669322
729	0.3157496439
730	0.3156857178
731	0.3155767544
732	0.3155258048
733	0.3153859761
734	0.3153083127
735	0.315209674
736	0.3151486823
737	0.3150596945
738	0.3149337551
739	0.3148670251
740	0.3147812324
741	0.314672269
742	0.3145470035
743	0.3144080442
744	0.3143203822
745	0.314242545
746	0.3141100413
747	0.3140049252
748	0.3139437162
749	0.3139063735
750	0.3137786083
751	0.3136409749
752	0.3135618987
753	0.3134750627
754	0.3134054852
755	0.3132739814
756	0.3132025564
757	0.3130973751
758	0.3129826733
759	0.3128653415
760	0.3128124357
761	0.3127151011
762	0.3126560657
763	0.3125487325
764	0.3124951311
765	0.3124370086
766	0.3123135472
767	0.3122143433
768	0.3121180521
769	0.3120479312
770	0.311938294
771	0.3118250268
772	0.311726149
773	0.3116051655
774	0.3115211117
775	0.3114300589
776	0.3113381367
777	0.3112719283
778	0.3111670296
779	0.3110596746
780	0.3109784249
781	0.3108770474
782	0.3107834949
783	0.3107038319
784	0.3106579033
785	0.3105578735
786	0.3104381507
787	0.3102906056
788	0.310161058
789	0.3100799821
790	0.3099516518
791	0.3098470574
792	0.3097232047
793	0.3096627999
794	0.3096044383
795	0.3095693996
796	0.3094624794
797	0.3093881852
798	0.3092692014
799	0.3092027539
800	0.3091324809
801	0.3089888483
802	0.3089191839
803	0.3088391948
804	0.3086914106
805	0.3086117258
806	0.3085171083
807	0.3084112097
808	0.3082874005
809	0.3081930655
810	0.3081421594
811	0.3080295661
812	0.3079013661
813	0.3078433523
814	0.3077650586
815	0.3076688109
816	0.3075906042
817	0.3075102238
818	0.3074078247
819	0.3072667353
820	0.3072024832
821	0.3070904332
822	0.3070145088
823	0.3069681456
824	0.306860182
825	0.3067989512
826	0.3066694472
827	0.306554202
828	0.3065112296
829	0.3064355443
830	0.3063580548
831	0.3062479177
832	0.3061810355
833	0.3061075672
834	0.306010124
835	0.3059634999
836	0.3058935964
837	0.3058539931
838	0.3057932623
839	0.3057265757
840	0.3056139389
841	0.3055387752
842	0.3054470921
843	0.3053403458
844	0.3052733332
845	0.3052086246
846	0.3051476112
847	0.3049912629
848	0.3049296626
849	0.3048542599
850	0.3047202129
851	0.3045953387
852	0.3044807456
853	0.3044274485
854	0.3043628486
855	0.3042752953
856	0.3041892636
857	0.3041312498
858	0.3040263293
859	0.3039406453
860	0.3038998683
861	0.3038273999
862	0.3037569312
863	0.3036847237
864	0.3035916712
865	0.3034652101
866	0.3033344019
867	0.3032082017
868	0.3030805452
869	0.303019923
870	0.3029684518
871	0.3029071341
872	0.3028243627
873	0.3027620669
874	0.3026784044
875	0.3025614855
876	0.3024951033
877	0.3023885091
878	0.3023208227
879	0.3022344866
880	0.3021478897
881	0.3020541634
882	0.3019682186
883	0.3018708406
884	0.3018260206
885	0.3017278383
886	0.3016830836
887	0.3016565654
888	0.3015712945
889	0.3014864582
890	0.3014418773
891	0.3013018312
892	0.3012225377
893	0.301079405
894	0.3009074284
895	0.3008012255
896	0.3007479502
897	0.3006204458
898	0.3005830596
899	0.3004840514
900	0.3004100615
901	0.3003421794
902	0.3002531264
903	0.3001656383
904	0.3000992126
905	0.300000726
906	0.2999549061
907	0.2998444429
908	0.2997229812
909	0.2995858695
910	0.299491991
911	0.2994293039
912	0.2993614653
913	0.2992888883
914	0.2992678911
915	0.2991719042
916	0.2990256198
917	0.29893811
918	0.2988282119
919	0.2987180965
920	0.2986574961
921	0.2985702471
922	0.2984111818
923	0.298318651
924	0.298220773
925	0.2981341327
926	0.2980015421
927	0.2978819931
928	0.2977690303
929	0.2977332525
930	0.297659154
931	0.2976241587
932	0.2975316931
933	0.2974277072
934	0.2973800833
935	0.2973369588
936	0.2972488621
937	0.2971843274
938	0.2971403117
939	0.2970943831
940	0.2970358259
941	0.2969359482
942	0.2968737828
943	0.2968452649
944	0.2967813171
945	0.2967757092
946	0.2967320847
947	0.2966712017
948	0.2965321337
949	0.2964802277
950	0.2963921963
951	0.2963163153
952	0.2962660396
953	0.2961513161
954	0.2961145385
955	0.296017117
956	0.2959351281
957	0.2958929165
958	0.2958297512
959	0.2957160928
960	0.2955871321
961	0.2954652357
962	0.2953812906
963	0.2953105611
964	0.2952509171
965	0.2951820787
966	0.2950831791
967	0.2948928355
968	0.2948462331
969	0.294761549
970	0.2947221414
971	0.2946269587
972	0.2945656627
973	0.2945210601
974	0.2943736454
975	0.2942958299
976	0.2941957131
977	0.2941341998
978	0.2940024569
979	0.2939641143
980	0.2939269237
981	0.2938324583
982	0.2937755748
983	0.2936603731
984	0.2936245736
985	0.2935522357
986	0.2934454241
987	0.2933622833
988	0.2933050085
989	0.2932720999
990	0.2931947409
991	0.2931023405
992	0.2930213515
993	0.2929895515
994	0.2929155399
995	0.2928346161
996	0.2927942738
997	0.2927386075
998	0.2926373821
999	0.2925590233
